"filename", "language", "CMake", "YAML", "Protocol Buffers", "C++", "Lua", "comment", "blank", "total"
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/event/eventLoop.cc", "C++", 0, 0, 0, 154, 0, 7, 38, 199
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/event/eventLoop.h", "C++", 0, 0, 0, 53, 0, 20, 25, 98
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/event/eventThread.cc", "C++", 0, 0, 0, 65, 0, 9, 19, 93
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/event/eventThread.h", "C++", 0, 0, 0, 39, 0, 1, 17, 57
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/event/eventThreadPool.cc", "C++", 0, 0, 0, 44, 0, 19, 17, 80
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/event/eventThreadPool.h", "C++", 0, 0, 0, 29, 0, 3, 16, 48
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/gatewayConfig.cc", "C++", 0, 0, 0, 160, 0, 30, 37, 227
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/gatewayConfig.h", "C++", 0, 0, 0, 26, 0, 26, 11, 63
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/gatewayDispatcher.cc", "C++", 0, 0, 0, 499, 0, 43, 76, 618
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/gatewayDispatcher.h", "C++", 0, 0, 0, 86, 0, 35, 25, 146
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/gatewayServer.cc", "C++", 0, 0, 0, 153, 0, 31, 31, 215
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/gatewayServer.h", "C++", 0, 0, 0, 51, 0, 26, 20, 97
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/inetAddress.cc", "C++", 0, 0, 0, 144, 0, 16, 33, 193
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/inetAddress.h", "C++", 0, 0, 0, 84, 0, 7, 14, 105
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/main.cpp", "C++", 0, 0, 0, 84, 0, 30, 20, 134
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/poller/DefaultPoller.h", "C++", 0, 0, 0, 9, 0, 0, 4, 13
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/poller/epoller.cc", "C++", 0, 0, 0, 104, 0, 24, 30, 158
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/poller/epoller.h", "C++", 0, 0, 0, 20, 0, 0, 7, 27
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/poller/poller.cc", "C++", 0, 0, 0, 13, 0, 1, 7, 21
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/poller/poller.h", "C++", 0, 0, 0, 25, 0, 0, 10, 35
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/returnRoute.cc", "C++", 0, 0, 0, 62, 0, 0, 7, 69
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/returnRoute.h", "C++", 0, 0, 0, 26, 0, 20, 8, 54
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/serviceRegistry.cc", "C++", 0, 0, 0, 88, 0, 4, 17, 109
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/serviceRegistry.h", "C++", 0, 0, 0, 33, 0, 20, 11, 64
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/socket.cc", "C++", 0, 0, 0, 128, 0, 7, 49, 184
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/socket.h", "C++", 0, 0, 0, 31, 0, 4, 11, 46
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/tcpConnection.cc", "C++", 0, 0, 0, 490, 0, 80, 99, 669
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/tcpConnection.h", "C++", 0, 0, 0, 113, 0, 42, 38, 193
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/timer/timer.cc", "C++", 0, 0, 0, 14, 0, 6, 2, 22
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/timer/timer.h", "C++", 0, 0, 0, 38, 0, 7, 13, 58
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/timer/timerId.h", "C++", 0, 0, 0, 16, 0, 4, 6, 26
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/timer/timerQueue.cc", "C++", 0, 0, 0, 198, 0, 42, 51, 291
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/gatewayServer/timer/timerQueue.h", "C++", 0, 0, 0, 53, 0, 29, 23, 105
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/globalServer/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 1, 1
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/proto/CMakeLists.txt", "CMake", 24, 0, 0, 0, 0, 7, 8, 39
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/proto/gameProto.proto", "Protocol Buffers", 0, 0, 52, 0, 0, 14, 10, 76
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/proto/proto.h", "C++", 0, 0, 0, 29, 0, 6, 11, 46
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/CMakeLists.txt", "CMake", 102, 0, 0, 0, 0, 34, 26, 162
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/config/route.yaml", "YAML", 0, 0, 0, 0, 0, 0, 1, 1
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/config/routeTable.yaml", "YAML", 0, 13, 0, 0, 0, 1, 2, 16
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/config/sceneConfig.yaml", "YAML", 0, 19, 0, 0, 0, 5, 9, 33
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/lua_script/core/init.lua", "Lua", 0, 0, 0, 0, 18, 9, 6, 33
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/lua_script/move.lua", "Lua", 0, 0, 0, 0, 44, 20, 12, 76
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/main.cc", "C++", 0, 0, 0, 129, 0, 41, 25, 195
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/actor/actorRef.h", "C++", 0, 0, 0, 32, 0, 17, 11, 60
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/common/ITimerService.h", "C++", 0, 0, 0, 12, 0, 0, 4, 16
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/common/hash.h", "C++", 0, 0, 0, 27, 0, 27, 8, 62
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/common/msg.h", "C++", 0, 0, 0, 146, 0, 39, 31, 216
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/common/msgBus.cc", "C++", 0, 0, 0, 179, 0, 8, 35, 222
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/common/msgBus.h", "C++", 0, 0, 0, 53, 0, 39, 18, 110
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/common/queue.h", "C++", 0, 0, 0, 52, 0, 15, 11, 78
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/config/sceneConfig.cc", "C++", 0, 0, 0, 159, 0, 16, 27, 202
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/config/sceneConfig.h", "C++", 0, 0, 0, 28, 0, 34, 14, 76
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/config/zoneConfig.cc", "C++", 0, 0, 0, 135, 0, 15, 29, 179
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/config/zoneConfig.h", "C++", 0, 0, 0, 21, 0, 26, 10, 57
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/db/dbConfig.h", "C++", 0, 0, 0, 59, 0, 29, 16, 104
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/db/dbThread.cc", "C++", 0, 0, 0, 219, 0, 9, 48, 276
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/db/dbThread.h", "C++", 0, 0, 0, 60, 0, 21, 21, 102
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/db/dbValue.cc", "C++", 0, 0, 0, 136, 0, 1, 12, 149
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/db/dbValue.h", "C++", 0, 0, 0, 53, 0, 10, 9, 72
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/db/mysqlConnection.cc", "C++", 0, 0, 0, 276, 0, 7, 38, 321
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/db/mysqlConnection.h", "C++", 0, 0, 0, 25, 0, 23, 10, 58
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/db/redisApi.h", "C++", 0, 0, 0, 42, 0, 13, 7, 62
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/db/redisConnection.cc", "C++", 0, 0, 0, 171, 0, 6, 34, 211
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/db/redisConnection.h", "C++", 0, 0, 0, 25, 0, 22, 10, 57
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/db/redisKey.cc", "C++", 0, 0, 0, 219, 0, 12, 34, 265
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/db/redisKey.h", "C++", 0, 0, 0, 34, 0, 49, 12, 95
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/logic/logicThread.cc", "C++", 0, 0, 0, 393, 0, 38, 77, 508
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/logic/logicThread.h", "C++", 0, 0, 0, 79, 0, 23, 24, 126
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/lua/luaApiCtx.h", "C++", 0, 0, 0, 25, 0, 20, 10, 55
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/lua/luaBind.cc", "C++", 0, 0, 0, 421, 0, 43, 75, 539
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/lua/luaEnv.cc", "C++", 0, 0, 0, 418, 0, 33, 67, 518
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/lua/luaEnv.h", "C++", 0, 0, 0, 71, 0, 44, 26, 141
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/lua/lua_register.h", "C++", 0, 0, 0, 11, 0, 4, 7, 22
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/net/net_server.cc", "C++", 0, 0, 0, 561, 0, 40, 103, 704
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/net/net_server.h", "C++", 0, 0, 0, 87, 0, 31, 23, 141
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/player/bag.cc", "C++", 0, 0, 0, 65, 0, 2, 16, 83
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/player/bag.h", "C++", 0, 0, 0, 29, 0, 9, 10, 48
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/player/item.h", "C++", 0, 0, 0, 27, 0, 10, 7, 44
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/player/player.cc", "C++", 0, 0, 0, 44, 0, 1, 6, 51
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/player/player.h", "C++", 0, 0, 0, 55, 0, 19, 20, 94
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/player/playerManager.cc", "C++", 0, 0, 0, 86, 0, 7, 21, 114
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/player/playerManager.h", "C++", 0, 0, 0, 39, 0, 31, 15, 85
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/player/playerMannager.cc", "C++", 0, 0, 0, 0, 0, 0, 1, 1
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/player/playerMannager.h", "C++", 0, 0, 0, 17, 0, 7, 6, 30
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/proto/pb_lua.cc", "C++", 0, 0, 0, 439, 0, 12, 42, 493
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/proto/pb_lua.h", "C++", 0, 0, 0, 21, 0, 25, 13, 59
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/routeTable.cc", "C++", 0, 0, 0, 111, 0, 9, 18, 138
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/routeTable.h", "C++", 0, 0, 0, 22, 0, 15, 9, 46
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/sceneServer.cc", "C++", 0, 0, 0, 144, 0, 18, 25, 187
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/sceneServer.h", "C++", 0, 0, 0, 40, 0, 20, 14, 74
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/timer/TimerThread.cc", "C++", 0, 0, 0, 308, 0, 44, 73, 425
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/sceneServer/src-cpp/timer/TimerThread.h", "C++", 0, 0, 0, 102, 0, 51, 24, 177
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 1, 1
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/buffer.cc", "C++", 0, 0, 0, 157, 0, 7, 42, 206
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/buffer.h", "C++", 0, 0, 0, 138, 0, 55, 36, 229
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/clientProto.cc", "C++", 0, 0, 0, 186, 0, 8, 33, 227
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/clientProto.h", "C++", 0, 0, 0, 53, 0, 43, 15, 111
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/copy.h", "C++", 0, 0, 0, 9, 0, 4, 4, 17
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/json.cc", "C++", 0, 0, 0, 155, 0, 1, 4, 160
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/json.h", "C++", 0, 0, 0, 27, 0, 2, 5, 34
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/noncopy.h", "C++", 0, 0, 0, 12, 0, 0, 2, 14
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/proto.cc", "C++", 0, 0, 0, 190, 0, 30, 32, 252
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/proto.h", "C++", 0, 0, 0, 86, 0, 61, 18, 165
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/utils.h", "C++", 0, 0, 0, 58, 0, 3, 11, 72
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/yaml.cc", "C++", 0, 0, 0, 212, 0, 9, 37, 258
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/base/yaml.h", "C++", 0, 0, 0, 28, 0, 37, 11, 76
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/log/asyncLogger.cc", "C++", 0, 0, 0, 155, 0, 11, 28, 194
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/log/asyncLogger.h", "C++", 0, 0, 0, 46, 0, 5, 14, 65
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/log/logger.cc", "C++", 0, 0, 0, 48, 0, 3, 8, 59
"/home/lanxiyuan/Project_Cpp/GameServer/Zone/zone_common/log/logger.h", "C++", 0, 0, 0, 91, 0, 2, 28, 121
"Total", "-", 190, 75, 52, 11174, 62, 2152, 2584, 16289
